id,name_en,name_ja,name_kana,category,prefecture,address,Lien google map,city,score
1111546,Shimonuma Station,下沼,,station,Hokkaido,"Shimonuma, Horonobe, Teshio District, Hokkaido 098-3228, Japan",https://www.google.com/maps/place/?q=place_id:ChIJrQHcjSsvDl8Re9gY-RRcbns,Horonobe,10
1111547,Toyotomi Station,豊富,,station,Hokkaido,"Toyotomiekimaedori, Toyotomi, Teshio District, Hokkaido 098-4138, Japan",https://www.google.com/maps/place/?q=place_id:ChIJPZQ_9TwqDl8RsQ2cqX1aZtg,Toyotomi,10
1111548,Tokumitsu Station,徳満,,station,Hokkaido,"Tokumitsu, Toyotomi, Teshio District, Hokkaido 098-4137, Japan",https://www.google.com/maps/place/?q=place_id:ChIJp6j5sZ8qDl8RLvTAnMyWfAI,Toyotomi,10
1111549,Kabutonuma Station,兜沼,,station,Hokkaido,"Kabutonuma, Toyotomi, Teshio District, Hokkaido 098-4451, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ-wIeBDoqEF8RUP2IOxOqGBY,Toyotomi,10
1111550,Yūchi Station,勇知,,station,Hokkaido,"Kamiyuchi Bakkaimura, Wakkanai, Hokkaido 098-4581, Japan",https://www.google.com/maps/place/?q=place_id:ChIJZ0oFXBEpEF8Rf48WUC8VX8I,Wakkanai,10
1111551,Bakkai Station,抜海,,station,Hokkaido,"Kutonebetsu Bakkaimura, Wakkanai, Hokkaido 097-0036, Japan",https://www.google.com/maps/place/?q=place_id:ChIJp87uzAkmEF8R8ZX1HYvgQBQ,Wakkanai,10
1111552,Minami-Wakkanai Station,南稚内,,station,Hokkaido,"1 Chome-8 Daikoku, Wakkanai, Hokkaido 097-0005, Japan",https://www.google.com/maps/place/?q=place_id:ChIJHeZWGVM7EF8ReLi02NWhwxU,Wakkanai,10
1111553,Wakkanai Station,稚内,,station,Hokkaido,"3 Chome-6 Central, Wakkanai, Hokkaido 097-0022, Japan",https://www.google.com/maps/place/?q=place_id:ChIJCbwlD7s8EF8RTE9rKU439PU,Wakkanai,10
1111604,Minami-Nagayama Station,南永山,,station,Hokkaido,"3 Chome-1 Nagayama 10 Jo, Asahikawa, Hokkaido 079-8420, Japan",https://www.google.com/maps/place/?q=place_id:ChIJL2qmP5LmDF8R5CHIE9kERcQ,Asahikawa,10
1111605,Higashi-Asahikawa Station,東旭川,,station,Hokkaido,"5 Chome-2 Higashiasahikawa Kita 3 Jo, Asahikawa, Hokkaido 078-8253, Japan",https://www.google.com/maps/place/?q=place_id:ChIJY77jYtvmDF8RWnARhYBU-_0,Asahikawa,10
1111606,Kita-Hinode Station,北日ノ出,,station,Hokkaido,"Hinode Higashiasahikawacho, Asahikawa, Hokkaido 078-8203, Japan",https://www.google.com/maps/place/?q=place_id:ChIJtbqIcCvhDF8R4CGVMI8zsGo,Asahikawa,10
1111607,Sakuraoka Station,桜岡,,station,Hokkaido,"Sakuraoka Higashiasahikawacho, Asahikawa, Hokkaido 078-8204, Japan",https://www.google.com/maps/place/?q=place_id:ChIJvSJkERLhDF8RspvWz4G4t_Q,Asahikawa,10
1111608,Tōma Station,当麻,,station,Hokkaido,"3 Chome-6 4 Johigashi, Toma, Kamikawa District, Hokkaido 078-1314, Japan",https://www.google.com/maps/place/?q=place_id:ChIJxUxfSuzhDF8RiJNhvWG15Lc,Toma,10
1111609,Shōgunzan Station,将軍山,,station,Hokkaido,"2 Ku Hokusei, Toma, Kamikawa District, Hokkaido 078-1334, Japan",https://www.google.com/maps/place/?q=place_id:ChIJR8xuwe0dDV8R3IIDrFMi3_g,Toma,10
1111610,Ikaushi Station,伊香牛,,station,Hokkaido,"2 Ku Ikaushi, Toma, Kamikawa District, Hokkaido 078-1333, Japan",https://www.google.com/maps/place/?q=place_id:ChIJpzHvCKUdDV8RidxcAeAPAto,Toma,10
1111611,Aibetsu Station,愛別,,station,Hokkaido,"Higashimachi, Aibetsu, Kamikawa District, Hokkaido 078-1402, Japan",https://www.google.com/maps/place/?q=place_id:ChIJsW7fcXkcDV8R2hM_VQsRCxU,Aibetsu,10
1111612,Naka-Aibetsu Station,中愛別,,station,Hokkaido,"Central, Aibetsu, Kamikawa District, Hokkaido 078-1652, Japan",https://www.google.com/maps/place/?q=place_id:ChIJsVerJdcbDV8RaXrgF12svuk,Aibetsu,10
1111613,Aizan Station,愛山,,station,Hokkaido,"Aizan, Aibetsu, Kamikawa District, Hokkaido 078-1653, Japan",https://www.google.com/maps/place/?q=place_id:ChIJPSSF7hgZDV8R9O2KO7YbxWM,Aibetsu,10
1111614,Antaroma Station,安足間,,station,Hokkaido,"Aizan, Aibetsu, Kamikawa District, Hokkaido 078-1653, Japan",https://www.google.com/maps/place/?q=place_id:ChIJM1GDGsMYDV8RABXjFLbZBjM,Aibetsu,10
1111615,To-Un Station,東雲,,station,Hokkaido,"Toun, Kamikawa, Kamikawa District, Hokkaido 078-1731, Japan",https://www.google.com/maps/place/?q=place_id:ChIJUQnIrpcYDV8R6Fa3RhCQuQw,Kamikawa,10
1111616,Kamikawa Station,上川,,station,Hokkaido,"98 Chūōchō, 上川町 上川郡 北海道 078-1741, Japan",https://www.google.com/maps/place/?q=place_id:ChIJk2kPC50iDV8RPrJvt3NlmL8,Kamikawa,10
1111618,Shirataki Station,白滝,,station,Hokkaido,"Shirataki, Engaru, Mombetsu District, Hokkaido 099-0111, Japan",https://www.google.com/maps/place/?q=place_id:ChIJhfF1kvRGDV8R6JUG0TiOJwQ,Engaru,10
1111621,Maruseppu Station,丸瀬布,,station,Hokkaido,"Maruseppu Nakamachi, Engaru, Mombetsu District, Hokkaido 099-0205, Japan",https://www.google.com/maps/place/?q=place_id:ChIJHeeTsiZcDV8RcRxat6o0TJo,Engaru,10
1111622,Setose Station,瀬戸瀬,,station,Hokkaido,"Setose Nishimachi, Engaru, Mombetsu District, Hokkaido 099-0342, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ3cBLq9VYDV8RXATx3kZF954,Engaru,10
1111623,Engaru Station,遠軽,,station,Hokkaido,"1 Chome Iwamidoriminami, Engaru, Mombetsu District, Hokkaido 099-0415, Japan",https://www.google.com/maps/place/?q=place_id:ChIJE5K38jmhEl8R8kQYMDE6K4Q,Engaru,10
1111624,Yasukuni Station,安国,,station,Hokkaido,"Ikutaharayasukuni, Engaru, Mombetsu District, Hokkaido 099-0622, Japan",https://www.google.com/maps/place/?q=place_id:ChIJLcmCjZKnEl8RgOyHE-s-6Cs,Engaru,10
1111625,Ikuno Station,生野,,station,Hokkaido,"Ikutaharatoyohara, Engaru, Mombetsu District, Hokkaido 099-0624, Japan",https://www.google.com/maps/place/?q=place_id:ChIJK1vja_JXDV8R98NAL8k04qU,Engaru,10
1111626,Ikutahara Station,生田原,,station,Hokkaido,"Ikutahara, Engaru, Mombetsu District, Hokkaido 099-0701, Japan",https://www.google.com/maps/place/?q=place_id:ChIJKQaKuf5WDV8RXJcxfuMJxzQ,Engaru,10
1111628,Nishi-Rubeshibe Station,西留辺蘂,,station,Hokkaido,"Nishi Rubeshibechoasahi, Kitami, Hokkaido 091-0027, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ0zlOlVWscl8Rq4AI7eEy6Uc,Kitami,10
1111629,Rubeshibe Station,留辺蘂,,station,Hokkaido,"Rubeshibecho Azumamachi, Kitami, Hokkaido 091-0002, Japan",https://www.google.com/maps/place/?q=place_id:ChIJjZ6GoFuscl8RNVO1z9-KREU,Kitami,10
1111630,Ainonai Station,相内,,station,Hokkaido,"22 Ainonaichō, 北見市 北海道 099-0871, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ7QTFM4mpcl8RR_3p5n95QBI,Kitami,10
1111631,Higashi-Ainonai Station,東相内,,station,Hokkaido,"Higashiainonaicho, Kitami, Hokkaido 099-0878, Japan",https://www.google.com/maps/place/?q=place_id:ChIJGYV5ABpWbV8RSj7g0VR46AI,Kitami,10
1111632,Nishi-Kitami Station,西北見,,station,Hokkaido,"6 Chome-1 Midorimachi, Kitami, Hokkaido 090-0055, Japan",https://www.google.com/maps/place/?q=place_id:ChIJa7Zh2kVWbV8RQzffWZdz0ZI,Kitami,10
1111633,Kitami Station,北見,,station,Hokkaido,"1 Chome Odorinishi, Kitami, Hokkaido 090-0040, Japan",https://www.google.com/maps/place/?q=place_id:ChIJZx8gQRlXbV8RmuPaMYbHMaI,Kitami,50
1111634,HAKUYO STATION,柏陽,,station,Hokkaido,"Namikicho, Kitami, Hokkaido 090-0012, Japan",https://www.google.com/maps/place/?q=place_id:ChIJUeHf9CxRbV8RDOOCQOzpbck,Kitami,10
1111635,Itoshino Station,愛し野,,station,Hokkaido,"Tannocho 3ku, Kitami, Hokkaido 099-2103, Japan",https://www.google.com/maps/place/?q=place_id:ChIJidWmQhRRbV8RdhVyc-T8On0,Kitami,10
1111636,Tanno Station,端野,,station,Hokkaido,"Tannocho Tanno, Kitami, Hokkaido 099-2104, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ2Qq0XnRRbV8RuTkvLEBTBjo,Kitami,10
1111637,Hiushinai Station,緋牛内,,station,Hokkaido,"Tannocho Hiushinai, Kitami, Hokkaido 099-2231, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ29kR9g9ObV8RGnYZAEK2xus,Kitami,10
1111638,Bihoro Station,美幌,,station,Hokkaido,"3-chōme-97 Shinmachi, 美幌町 網走郡 北海道 092-0015, Japan",https://www.google.com/maps/place/?q=place_id:ChIJrwJcUHpFbV8RMk-Nt-IdgHI,Bihoro,10
1111639,Nishi-Memambetsu Station,西女満別,,station,Hokkaido,"Memanbetsuchuo, Ozora, Abashiri District, Hokkaido 099-2371, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ8ZtpjbdIbV8RHh_tGVgk7RQ,Ozora,10
1111640,Memambetsu Station,女満別,,station,Hokkaido,"1 Chome-1 Memanbetsuhondori, Ozora, Abashiri District, Hokkaido 099-2310, Japan",https://www.google.com/maps/place/?q=place_id:ChIJI6i-Ba5JbV8RwrnotCwmPNc,Ozora,10
1111641,Yobito Station,呼人,,station,Hokkaido,"Yobito, Abashiri, Hokkaido 099-2421, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ2Xec1Hs2bV8R4yEhQfT50jY,Abashiri,10
1111642,Abashiri Station,網走,,station,Hokkaido,"2 Chome-2 Shinmachi, Abashiri, Hokkaido 093-0046, Japan",https://www.google.com/maps/place/?q=place_id:ChIJQzqgJ5wzbV8RDkIdHD2QQ2I,Abashiri,50
1111702,Katsuradai Station,桂台,,station,Hokkaido,"3 Chome Minami 10 Johigashi, Abashiri, Hokkaido 093-0010, Japan",https://www.google.com/maps/place/?q=place_id:ChIJJ3pQUbwzbV8Rpu_4ETC6mFc,Abashiri,10
1111703,Masuura Station,鱒浦,,station,Hokkaido,"Masuura, Abashiri, Hokkaido 099-3119, Japan",https://www.google.com/maps/place/?q=place_id:ChIJo2lSQE8xbV8RI6YDjBuGtPg,Abashiri,10
1111704,Mokoto Station,藻琴,,station,Hokkaido,"Mokoto, Abashiri, Hokkaido 099-3111, Japan",https://www.google.com/maps/place/?q=place_id:ChIJfw3aGyYxbV8RsbSoRg8rAsI,Abashiri,10
1111705,Kitahama Station,北浜,,station,Hokkaido,"Kitahama, Abashiri, Hokkaido 099-3112, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ_yztduowbV8RDHIU6OI5ssw,Abashiri,10
1111706,Genseikaen Station,原生花園,,station,Hokkaido,"Hamakoshimizu, Koshimizu, Shari District, Hokkaido 099-3452, Japan",https://www.google.com/maps/place/?q=place_id:ChIJo4QO_ok6bV8RwEsekpSbFuk,Koshimizu,10
1111707,Hama-Koshimizu Station,浜小清水,,station,Hokkaido,"Hamakoshimizu, Koshimizu, Shari District, Hokkaido 099-3452, Japan",https://www.google.com/maps/place/?q=place_id:ChIJFW-breY6bV8RyH-3V8C3ygw,Koshimizu,10
1111708,Yamubetsu Station,止別,,station,Hokkaido,"Yanbetsu, Koshimizu, Shari District, Hokkaido 099-3454, Japan",https://www.google.com/maps/place/?q=place_id:ChIJKaJNgrIkbV8RwaqggZnPkGM,Koshimizu,10
1111709,Shiretokoshari Station,知床斜里,,station,Hokkaido,"Minatomachi, Shari, Shari District, Hokkaido 099-4112, Japan",https://www.google.com/maps/place/?q=place_id:ChIJLdgmwy8ibV8RBroHtuOeZiU,Shari,10
1111710,Naka-Shari Station,中斜里,,station,Hokkaido,"Nakashari, Shari, Shari District, Hokkaido 099-4142, Japan",https://www.google.com/maps/place/?q=place_id:ChIJrYJN84AYbV8RYnn0v_j6q_0,Shari,10
1111711,Minami-Shari Station,南斜里,,station,Hokkaido,"Kawakami, Shari, Shari District, Hokkaido 099-4143, Japan",https://www.google.com/maps/place/?q=place_id:ChIJG7DSCnUYbV8RM6I6wDflDEU,Shari,10
1111712,Kiyosatochō Station,清里町,,station,Hokkaido,"Mizumotomachi, Kiyosato, Shari District, Hokkaido 099-4406, Japan",https://www.google.com/maps/place/?q=place_id:ChIJEZWqiMEXbV8RQwSV6AoMmeQ,Kiyosato,10
1111713,Sattsuru Station,札弦,,station,Hokkaido,"Sattsurumachi, Kiyosato, Shari District, Hokkaido 099-4521, Japan",https://www.google.com/maps/place/?q=place_id:ChIJY0lWFzQUbV8Rhji92UdBlZ8,Kiyosato,10
1111714,Midori Station,緑,,station,Hokkaido,"Midorimachi, Kiyosato, Shari District, Hokkaido 099-4525, Japan",https://www.google.com/maps/place/?q=place_id:ChIJr0jaXMpsbV8RjB37VBBHVT4,Kiyosato,10
1111715,Kawayuonsen Station,川湯温泉,,station,Hokkaido,"1 Chome-1 Kawayu Ekimae, Teshikaga, Kawakami District, Hokkaido 088-3462, Japan",https://www.google.com/maps/place/?q=place_id:ChIJLwlEmLlxbV8RKBphmnhut0s,Teshikaga,10
1111716,Biruwa Station,美留和,,station,Hokkaido,"Biruwa, Teshikaga, Kawakami District, Hokkaido 088-3331, Japan",https://www.google.com/maps/place/?q=place_id:ChIJjRf6lwN6bV8RG13WFodnzY4,Teshikaga,10
1111717,Mashū Station,摩周,,station,Hokkaido,"1 Chome-7 Asahi, Teshikaga, Kawakami District, Hokkaido 088-3204, Japan",https://www.google.com/maps/place/?q=place_id:ChIJw4V93IV4bV8Rdx-JrySswEs,Teshikaga,10
1111718,Minami-Teshikaga Station,南弟子屈,,station,Hokkaido,"Kumaushigenya, Teshikaga, Kawakami District, Hokkaido 088-3200, Japan",https://www.google.com/maps/place/?q=place_id:ChIJt4b4QOyDbV8RgnkL0GwX_qI,Teshikaga,10
1111719,Isobunnai Station,磯分内,,station,Hokkaido,"16 Senhigashi Kumaushigenya, Shibecha, Kawakami District, Hokkaido 088-3145, Japan",https://www.google.com/maps/place/?q=place_id:ChIJB1GPcHiGbV8RGPRk0Trl9to,Shibecha,10
1111720,Shibecha Station,標茶,,station,Hokkaido,"1 Chome-1 Asahi, Shibecha, Kawakami District, Hokkaido 088-2301, Japan",https://www.google.com/maps/place/?q=place_id:ChIJh6DQOHGJbV8RTAql7CAAzj0,Shibecha,10
1111722,Kayanuma Station,茅沼,,station,Hokkaido,"Kita 17 Sen Kottarogenya, Shibecha, Kawakami District, Hokkaido 088-2266, Japan",https://www.google.com/maps/place/?q=place_id:ChIJdfvleXlzcl8Rz8LtD6SCyqA,Shibecha,10
1111723,Tōro Station,塘路,,station,Hokkaido,"Toro, Shibecha, Kawakami District, Hokkaido 088-2261, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ-z5ExjoNcl8RFviKJsSZou4,Shibecha,10
1111724,Hosooka Station,細岡,,station,Hokkaido,"Tatsukobu, Kushiro, Kushiro District, Hokkaido 088-2141, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ93yS_VwScl8RvE7JoaTzTsg,Kushiro,10
1111725,Kushiroshitsugen Station,釧路湿原,,station,Hokkaido,"Minami 5 Sen Toritoshigenya, Kushiro, Kushiro District, Hokkaido 088-0600, Japan",https://www.google.com/maps/place/?q=place_id:ChIJO5gDhVQScl8RO6NvynBPTXA,Kushiro,10
1111726,Tōya Station,遠矢,,station,Hokkaido,"2 Chome Toya, Kushiro, Kushiro District, Hokkaido 088-2145, Japan",https://www.google.com/maps/place/?q=place_id:ChIJO4B2HzYRcl8RvPLXGAWMxMM,Kushiro,10
1111801,Naka-Oguni Station,中小国,,station,Aomori,"Kanita Oguni Minamita, Sotogahama, Higashitsugaru District, Aomori 030-1305, Japan",https://www.google.com/maps/place/?q=place_id:ChIJQ3vxGKDym18RvS6mkLPDEDw,Sotogahama,10
1111802,Okutsugaru-Imabetsu Station,津軽今別,,station,Aomori,"Kiyokawa-91-1 Ōkawadai, Imabetsu, Higashitsugaru District, Aomori 030-1505, Japan",https://www.google.com/maps/place/?q=place_id:ChIJFxJW54nwm18RaFj2oo4ou6s,Imabetsu,50
1111806,Kikonai Station,木古内,,station,Hokkaido,"206-3 Kikonai, Kamiiso District, Hokkaido 049-0431, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ947AxO3Bnl8RKpSKiheAi4A,Kikonai,10
1111911,Satsukari Station,札苅,,station,Hokkaido,"Satsukari, Kikonai, Kamiiso District, Hokkaido 049-0411, Japan",https://www.google.com/maps/place/?q=place_id:ChIJic9l7CHqnl8RMfMKDsNHXHE,Kikonai,10
1111912,Izumisawa Station,泉沢,,station,Hokkaido,"Izumisawa, Kikonai, Kamiiso District, Hokkaido 049-0405, Japan",https://www.google.com/maps/place/?q=place_id:ChIJsdt8V8rrnl8RJxJGI9kiaNQ,Kikonai,10
1111913,Kamaya Station,釜谷,,station,Hokkaido,"Kamaya, Kikonai, Kamiiso District, Hokkaido 049-0403, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ962IOe3rnl8RahYxE7J5sFc,Kikonai,10
1111914,Oshima-Tōbetsu Station,渡島当別,,station,Hokkaido,"4 Chome-2 Tobetsu, Hokuto, Hokkaido 049-0282, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ69KOtTHsnl8RmEQ0yRDFtbs,Hokuto,10
1111915,Moheji Station,茂辺地,,station,Hokkaido,"2 Chome-6 Moheji, Hokuto, Hokkaido 049-0281, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ9XK7lA_unl8RkWC_7cRpLH8,Hokuto,10
1111916,Kamiiso Station,上磯,,station,Hokkaido,"2 Chome-7 Inari, Hokuto, Hokkaido 049-0161, Japan",https://www.google.com/maps/place/?q=place_id:ChIJUYB7NOHwnl8RA7VkbDHtSPA,Hokuto,10
1111917,Kiyokawaguchi Station,清川口,,station,Hokkaido,"1 Chome-3 Central, Hokuto, Hokkaido 049-0162, Japan",https://www.google.com/maps/place/?q=place_id:ChIJg248YNnwnl8R3HaCpjUdUPI,Hokuto,10
1111918,Kunebetsu Station,久根別,,station,Hokkaido,"2 Chome-25 Kunebetsu, Hokuto, Hokkaido 049-0121, Japan",https://www.google.com/maps/place/?q=place_id:ChIJqcHL2NXwnl8RIocK0V-Njgk,Hokuto,10
1111919,Higashi-Kunebetsu Station,東久根別,,station,Hokkaido,"1 Chome-18 Kunebetsu, Hokuto, Hokkaido 049-0121, Japan",https://www.google.com/maps/place/?q=place_id:ChIJcUWehdT2nl8RM53QWY8dz4A,Hokuto,10
1111920,Nanaehama Station,七重浜,,station,Hokkaido,"2 Chome-32 Nanaehama, Hokuto, Hokkaido 049-0111, Japan",https://www.google.com/maps/place/?q=place_id:ChIJUbEOVLf2nl8RLy_8n1CRYZs,Hokuto,10
1120102,Mutsu-Ichikawa Station,陸奥市川,,station,Aomori,"Wanomaeyama Ichikawamachi, Hachinohe, Aomori 039-2241, Japan",https://www.google.com/maps/place/?q=place_id:ChIJbznsJWpQm18R7ylXZCbj1xk,Hachinohe,10
1120103,Shimoda Station,下田,,station,Aomori,"Sakaida, Oirase, Kamikita District, Aomori 039-2124, Japan",https://www.google.com/maps/place/?q=place_id:ChIJQ5-Ty_Nam18RVMB9hKSeWys,Oirase,10
1120104,Mukaiyama Station,向山,,station,Aomori,"4 Chome Mukaiyama, Oirase, Kamikita District, Aomori 039-2151, Japan",https://www.google.com/maps/place/?q=place_id:ChIJm0o2PIdbm18R9BqAtIRSdHs,Oirase,10
1120105,Misawa Station,三沢,,station,Aomori,"Furumagi-51-7 大字犬落瀬字 Misawa, Aomori 033-0000, Japan",https://www.google.com/maps/place/?q=place_id:ChIJh63MidFdm18RAIup5dG1asw,Misawa,10
1120106,Kogawara Station,小川原,,station,Aomori,"Hiyamizu Oura, Tohoku, Kamikita District, Aomori 039-2402, Japan",https://www.google.com/maps/place/?q=place_id:ChIJdwtw8DJnm18RPpd0RbFB-aU,Tohoku,10
1120107,Kamikitachō Station,上北町,,station,Aomori,"1 Chome Kamikitakita, Tohoku, Kamikita District, Aomori 039-2404, Japan",https://www.google.com/maps/place/?q=place_id:ChIJVV0eRbNmm18R3ysJv754NuE,Tohoku,10
1120108,Ottomo Station,乙供,,station,Aomori,"Kamisasabashi, Tohoku, Kamikita District, Aomori 039-2661, Japan",https://www.google.com/maps/place/?q=place_id:ChIJU5ci125jm18RLUxl3zXHigk,Tohoku,10
1120109,Chibiki Station,千曳,,station,Aomori,"Buzohara, Tohoku, Kamikita District, Aomori 039-2674, Japan",https://www.google.com/maps/place/?q=place_id:ChIJk0ygaJ58m18RfZg5SeKErYE,Tohoku,10
1120110,Noheji Station,野辺地,,station,Aomori,"Kamikonakano, Noheji, Kamikita District, Aomori 039-3154, Japan",https://www.google.com/maps/place/?q=place_id:ChIJuyIgvpp-m18RymxcRC-dHtk,Noheji,10
1120111,Karibasawa Station,狩場沢,,station,Aomori,"Hinokisawa Karibasawa, Hiranai, Higashitsugaru District, Aomori 039-3343, Japan",https://www.google.com/maps/place/?q=place_id:ChIJe7q2NoJ_m18RUk4H2gjMB8c,Hiranai,10
1120112,Shimizugawa Station,清水川,,station,Aomori,"Wayama Shimizugawa, Hiranai, Higashitsugaru District, Aomori 039-3332, Japan",https://www.google.com/maps/place/?q=place_id:ChIJweNrDqyBm18R4HtaCE38oas,Hiranai,10
1120113,Kominato Station,小湊,,station,Aomori,"Shitada Kominato, Hiranai, Higashitsugaru District, Aomori 039-3321, Japan",https://www.google.com/maps/place/?q=place_id:ChIJwev8NVeBm18RirSB-r3yGD4,Hiranai,10
1120114,Nishi-Hiranai Station,西平内,,station,Aomori,"Mourasawa Azukisawa, Hiranai, Higashitsugaru District, Aomori 039-3364, Japan",https://www.google.com/maps/place/?q=place_id:ChIJS51sIImDm18RHLRZ8oueV-Y,Hiranai,10
1120115,Asamushi-Onsen Station,浅虫温泉,,station,Aomori,"Hotarudani Asamushi, Aomori, 039-3501, Japan",https://www.google.com/maps/place/?q=place_id:ChIJudw8XU2Dm18RNwLyE4KnGBY,Aomori,10
1120116,Nonai Station,野内,,station,Aomori,"Kikukawa Nonai, Aomori, 039-3503, Japan",https://www.google.com/maps/place/?q=place_id:ChIJR_0kVjScm18RCzFuf4HKdbA,Aomori,10
1120117,Yadamae Station,矢田前,,station,Aomori,"3 Chome-2 Harabetsu, Aomori, 030-0921, Japan",https://www.google.com/maps/place/?q=place_id:ChIJPZtPEdadm18RrZSovT97iKI,Aomori,10
1120118,Koyanagi Station,小柳,,station,Aomori,"4 Chome-8 Koyanagi, Aomori, 030-0915, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ7Qdg-2qem18RlPajDLpaEs0,Aomori,10
1120119,Higashi-Aomori Station,東青森,,station,Aomori,"Masuda Tayashiki, Aomori, 030-0916, Japan",https://www.google.com/maps/place/?q=place_id:ChIJSZBm20mem18R4qUTSOzOhDU,Aomori,10
1120120,Aomori Station,青森,,station,Aomori,"1 Chome-1 Yanakawa, Aomori, 038-0012, Japan",https://www.google.com/maps/place/?q=place_id:ChIJVUs2Ch-fm18RXiFq2VxC9HQ,Aomori,80
1120201,Shinjō Station,新庄,,station,Yamagata,"1 Tamonmachi, Shinjo City, Yamagata 996-0024, Japan",https://www.google.com/maps/place/?q=place_id:ChIJr7yu5UWtjl8R_PWy8n1Nq-I,Shinjo City,80
1120202,Izumita Station,泉田,,station,Yamagata,"Izumita, Shinjo City, Yamagata 999-5103, Japan",https://www.google.com/maps/place/?q=place_id:ChIJo4OWdzayjl8RRaVDpFYQL8Y,Shinjo City,10
1120203,Uzen-Toyosato Station,羽前豊里,,station,Yamagata,"Ishinazaka, Sakegawa, Mogami District, Yamagata 999-5208, Japan",https://www.google.com/maps/place/?q=place_id:ChIJQ_jncLWxjl8RdHb_uxz6N5g,Sakegawa,10
1120204,Mamurogawa Station,真室川,,station,Yamagata,"Aramachi, Mamurogawa, Mogami District, Yamagata 999-5312, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ8aCvJfKwjl8RafJwsz0bwBw,Mamurogawa,10
1120205,Kamabuchi Station,釜淵,,station,Yamagata,"Kamabuchi, Mamurogawa, Mogami District, Yamagata 999-5604, Japan",https://www.google.com/maps/place/?q=place_id:ChIJD9LTQOO4jl8RnABhcfU5LoI,Mamurogawa,10
1120206,Ōtaki Station,大滝,,station,Yamagata,"Otaki, Mamurogawa, Mogami District, Yamagata 999-5603, Japan",https://www.google.com/maps/place/?q=place_id:ChIJncxkHiXHjl8RuXdvM1DX7CI,Mamurogawa,10
1120207,Nozoki Station,及位,,station,Yamagata,"Nozoki, Mamurogawa, Mogami District, Yamagata 999-5602, Japan",https://www.google.com/maps/place/?q=place_id:ChIJVcAt0a7Gjl8Rn-z2xuTg1mM,Mamurogawa,10
1120209,Yokobori Station,横堀,,station,Akita,"Nishisakai Ono, Yuzawa, Akita 019-0205, Japan",https://www.google.com/maps/place/?q=place_id:ChIJrzsQgvrcjl8Rjivdl6RpTf0,Yuzawa,10
1120210,Mitsuseki Station,三関,,station,Akita,"Futatsubashi Kamiseki, Yuzawa, Akita 012-0864, Japan",https://www.google.com/maps/place/?q=place_id:ChIJBQH50xPejl8RsHfgdwvhZmI,Yuzawa,10
1120211,Kami-Yuzawa Station,上湯沢,,station,Akita,"Horyo Sekiguchi, Yuzawa, Akita 012-0862, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ8SGUIobgjl8RujR5zRcVyrk,Yuzawa,10
1120212,Yuzawa Station,湯沢,,station,Akita,"2 Chome-2 Omotemachi, Yuzawa, Akita 012-0827, Japan",https://www.google.com/maps/place/?q=place_id:ChIJDa7GqzTgjl8R1RY34BRbMbE,Yuzawa,50
1120213,Shimo-Yuzawa Station,下湯沢,,station,Akita,"Kamitsutsumi Narisawa, Yuzawa, Akita 012-0802, Japan",https://www.google.com/maps/place/?q=place_id:ChIJZdI_Gm4ej18RdVYhKEQ1x-4,Yuzawa,10
1120214,Jūmonji Station,十文字,,station,Akita,"Daidohigashi Jumonjimachi, Yokote, Akita 019-0527, Japan",https://www.google.com/maps/place/?q=place_id:ChIJg_hZwyEcj18RyE19e-wkCfE,Yokote,10
1120215,Daigo Station,醍醐,,station,Akita,"Tamoden Hirakamachi Daigo, Yokote, Akita 013-0102, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ9QyK6pAbj18Rk8160DpXTC8,Yokote,10
1120216,Yanagita Station,柳田,,station,Akita,"Yanagita Yanagida, Yokote, Akita 013-0054, Japan",https://www.google.com/maps/place/?q=place_id:ChIJQQEv0eQaj18R2ILp2YHFCA0,Yokote,10
1120217,Yokote Station,横手,,station,Akita,"5 Ekimaecho, Yokote, Akita 013-0036, Japan",https://www.google.com/maps/place/?q=place_id:ChIJB6iLHf8Pj18Rc0ZDsaSkZl4,Yokote,50
1120218,Gosannen Station,後三年,,station,Akita,"Minamiyachi Iizume, Misato, Semboku District, Akita 019-1234, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ6xnjAtgOj18R6gLhjG4qOzc,Misato,10
