id,name_en,name_ja,name_kana,category,prefecture,address,Lien google map,city,score
100915,Shin-Kurobe Station,新黒部,,station,Toyama,"Wakaguri, Kurobe, Toyama 938-0802, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ66viTeuu918RZONCFdNconY,Kurobe,10
100917,Shin-Takaoka Station,新高岡,,station,Toyama,"3011 Shimokuroda, Takaoka, Toyama 933-0852, Japan",https://www.google.com/maps/place/?q=place_id:ChIJVTIUNuOC918R3xYj2Cllhak,Takaoka,50
1110101,Hakodate Station,函館,,station,Hokkaido,"12 Wakamatsucho, Hakodate, Hokkaido 040-0063, Japan",https://www.google.com/maps/place/?q=place_id:ChIJWVv9RZ_znl8RCNDfo9l-O1A,Hakodate,80
1110102,Goryōkaku Station,五稜郭,,station,Hokkaido,"64 Kamedahoncho, Hakodate, Hokkaido 041-0813, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ3VyyxRr0nl8RZdVRXC7e0xU,Hakodate,10
1110103,Kikyō Station,桔梗,,station,Hokkaido,"3 Chome-41 Kikyo, Hakodate, Hokkaido 041-0808, Japan",https://www.google.com/maps/place/?q=place_id:ChIJy17fH1X2nl8R-wKRXnnHtDo,Hakodate,10
1110104,Ōnakayama Station,大中山,,station,Hokkaido,"1 Chome-2 Onakayama, Nanae, Kameda District, Hokkaido 041-1121, Japan",https://www.google.com/maps/place/?q=place_id:ChIJGZHxKJb3nl8Ru_sgeTxFi98,Nanae,10
1110105,Nanae Station,七飯,,station,Hokkaido,"1 Chome-1 Honcho, Nanae, Kameda District, Hokkaido 041-1111, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ3XdxhD34nl8RwbC2zzvbsug,Nanae,10
1110106,Shin-Hakodate-Hokuto Station,新函館北斗,,station,Hokkaido,"1-chōme-1-1 Ichinowatari, Hokuto, Hokkaido 041-1242, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ4TOfGvH4nl8R3XQi2hpU-6I,Hokuto,80
1110107,Niyama Station,仁山,,station,Hokkaido,"Niyama, Nanae, Kameda District, Hokkaido 041-1101, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ3b22JLL4nl8REGCWBufC4Wo,Nanae,10
1110108,Ōnuma Station,大沼,,station,Hokkaido,"Onumacho, Nanae, Kameda District, Hokkaido 041-1354, Japan",https://www.google.com/maps/place/?q=place_id:ChIJX3fSB0tUnl8RPFXwvQim1Kk,Nanae,10
1110109,Onumakoen Station,大沼公園,,station,Hokkaido,"Onumacho, Nanae, Kameda District, Hokkaido 041-1354, Japan",https://www.google.com/maps/place/?q=place_id:ChIJj4wcm1pUnl8Rlyi4ifoeqUM,Nanae,10
1110110,Akaigawa Station,赤井川,,station,Hokkaido,"Akaigawa, Mori, Kayabe District, Hokkaido 049-2142, Japan",https://www.google.com/maps/place/?q=place_id:ChIJnbKiUMFUnl8RiddXFIrrb0o,Mori,10
1110111,Komagatake Station,駒ケ岳,,station,Hokkaido,"Komagatake, Mori, Kayabe District, Hokkaido 049-2141, Japan",https://www.google.com/maps/place/?q=place_id:ChIJTauvZXCrn18RMo7vDZdmRh8,Mori,10
1110114,Ikedaen Station,池田園,,station,Hokkaido,"Ikusagawa, Nanae, Kameda District, Hokkaido 041-1352, Japan",https://www.google.com/maps/place/?q=place_id:ChIJCW6ttnBUnl8Rs2xlSvodCyw,Nanae,10
1110115,Nagareyamaonsen Station,流山温泉,,station,Hokkaido,"Higashionuma, Nanae, Kameda District, Hokkaido 041-1351, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ9YN2CZxTnl8RbNTACN9Xw4U,Nanae,10
1110116,Chōshiguchi Station,銚子口,,station,Hokkaido,"Higashionuma, Nanae, Kameda District, Hokkaido 041-1351, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ0yghzA5Tnl8RGS5bMKEjM7U,Nanae,10
1110117,Shikabe Station,鹿部,,station,Hokkaido,"Honbetsu, Shikabe, Kayabe District, Hokkaido 041-1404, Japan",https://www.google.com/maps/place/?q=place_id:ChIJrWUCLUlNnl8R3wvY7m7ZkWE,Shikabe,10
1110118,Oshima-Numajiri Station,渡島沼尻,,station,Hokkaido,"4 Chome Sawarahigashi, Mori, Kayabe District, Hokkaido 049-2223, Japan",https://www.google.com/maps/place/?q=place_id:ChIJK1g_ulSyn18RmXgI7TbgNaM,Mori,10
1110119,OSHIMA-SAWARA,渡島砂原,,station,Hokkaido,"4 Chome Sawara, Mori, Kayabe District, Hokkaido 049-2222, Japan",https://www.google.com/maps/place/?q=place_id:ChIJS37t64qxn18Re9nZLIpTOQU,Mori,10
1110120,Kakarima Station,掛澗,,station,Hokkaido,"4 Chome Sawaranishi, Mori, Kayabe District, Hokkaido 049-2221, Japan",https://www.google.com/maps/place/?q=place_id:ChIJtz2e7R6un18RxDbC55OmfNI,Mori,10
1110121,Oshironai Station,尾白内,,station,Hokkaido,"Oshironaicho, Mori, Kayabe District, Hokkaido 049-2301, Japan",https://www.google.com/maps/place/?q=place_id:ChIJQTV2W0Kun18REbOBJv5vYfY,Mori,10
1110122,Higashi-Mori Station,東森,,station,Hokkaido,"Minatomachi, Mori, Kayabe District, Hokkaido 049-2302, Japan",https://www.google.com/maps/place/?q=place_id:ChIJi0NlC_aun18RpfkOviJ3Mew,Mori,10
1110123,Mori Station,森,,station,Hokkaido,"Honcho, Mori, Kayabe District, Hokkaido 049-2325, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ55a2qfyun18RNg4QtRw6NI0,Mori,10
1110125,Ishiya Station,石谷,,station,Hokkaido,"Honkayabecho, Mori, Kayabe District, Hokkaido 049-2464, Japan",https://www.google.com/maps/place/?q=place_id:ChIJE0Ou5fKln18RE0CTsEVU3RM,Mori,10
1110126,Hon-Ishikura Station,本石倉,,station,Hokkaido,"Ishikuracho, Mori, Kayabe District, Hokkaido 049-2463, Japan",https://www.google.com/maps/place/?q=place_id:ChIJYY5780mkn18RsPjVj-OsLwY,Mori,10
1110127,Ishikura Station,石倉,,station,Hokkaido,"Ishikuracho, Mori, Kayabe District, Hokkaido 049-2463, Japan",https://www.google.com/maps/place/?q=place_id:ChIJrbjwZmmkn18RaSfgM28o-1U,Mori,10
1110128,Otoshibe Station,落部,,station,Hokkaido,"Otoshibe, Yakumo, Futami District, Hokkaido 049-2562, Japan",https://www.google.com/maps/place/?q=place_id:ChIJK0kc3Oyjn18RQdXWWVlkW2I,Yakumo,10
1110129,Nodaoi Station,野田生,,station,Hokkaido,"Nodaoi, Yakumo, Futami District, Hokkaido 049-2672, Japan",https://www.google.com/maps/place/?q=place_id:ChIJC7p-GkCin18Rf-kpLLv94ss,Yakumo,10
1110130,Yamakoshi Station,山越,,station,Hokkaido,"Yamakoshi, Yakumo, Futami District, Hokkaido 049-2671, Japan",https://www.google.com/maps/place/?q=place_id:ChIJBfeSArGYn18RCfxIrgsq1Nc,Yakumo,10
1110131,Yakumo Station,八雲,,station,Hokkaido,"Honcho, Yakumo, Futami District, Hokkaido 049-3107, Japan",https://www.google.com/maps/place/?q=place_id:ChIJqfgGOcuen18Ru3rTxxTcw7M,Yakumo,10
1110133,Yamasaki Station,山崎,,station,Hokkaido,"Yamazaki, Yakumo, Futami District, Hokkaido 049-3342, Japan",https://www.google.com/maps/place/?q=place_id:ChIJveZ9JVqan18RxmLIfDwomSY,Yakumo,10
1110134,Kuroiwa Station,黒岩,,station,Hokkaido,"Kuroiwa, Yakumo, Futami District, Hokkaido 049-3341, Japan",https://www.google.com/maps/place/?q=place_id:ChIJa4oHttiPn18RHqh2htizNnI,Yakumo,10
1110136,Kunnui Station,国縫,,station,Hokkaido,"Kunnui, Oshamambe, Yamakoshi District, Hokkaido 049-3462, Japan",https://www.google.com/maps/place/?q=place_id:ChIJM7ZtG0GMn18RN61XFEfwfeg,Oshamambe,10
1110137,Nakanosawa Station,中ノ沢,,station,Hokkaido,"Nakanosawa, Oshamambe, Yamakoshi District, Hokkaido 049-3512, Japan",https://www.google.com/maps/place/?q=place_id:ChIJhWox61mLn18RpwgUMjXtEFQ,Oshamambe,10
1110138,Oshamambe Station,長万部,,station,Hokkaido,"Oshamanbe, Oshamambe, Yamakoshi District, Hokkaido 049-3521, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ22MpcPH0n18RAuw1I5oKa_o,Oshamambe,50
1110202,Futamata Station,二股,,station,Hokkaido,"Futaba, Oshamambe, Yamakoshi District, Hokkaido 049-3501, Japan",https://www.google.com/maps/place/?q=place_id:ChIJCUCjkEIeoF8RQ4HH58X40uo,Oshamambe,10
1110204,Kuromatsunai Station,黒松内,,station,Hokkaido,"Kuromatsunai, Suttsu District, Hokkaido 048-0101, Japan",https://www.google.com/maps/place/?q=place_id:ChIJA2bGZ-MaoF8RDODFK29Os_8,Kuromatsunai,10
1110205,Neppu Station,熱郛,,station,Hokkaido,"Shiroikawa, Kuromatsunai, Suttsu District, Hokkaido 048-0134, Japan",https://www.google.com/maps/place/?q=place_id:ChIJZbtrUsYEoF8RX43LiEfaLL0,Kuromatsunai,10
1110206,Mena Station,目名,,station,Hokkaido,"Menamachi, Rankoshi, Isoya District, Hokkaido 048-1261, Japan",https://www.google.com/maps/place/?q=place_id:ChIJDzJERMUHoF8RUIFOBMcgsQA,Rankoshi,10
1110207,Rankoshi Station,蘭越,,station,Hokkaido,"Rankoshi, Isoya District, Hokkaido 048-1301, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ4-PgUdOnCl8R1q6wiz9gvQw,Rankoshi,10
1110208,Kombu Station,昆布,,station,Hokkaido,"Konbumachi, Rankoshi, Isoya District, Hokkaido 048-1302, Japan",https://www.google.com/maps/place/?q=place_id:ChIJtXH7o8WoCl8RCUHCCXAhABo,Rankoshi,10
1110209,Niseko Station,ニセコ,,station,Hokkaido,"Chuodori, Niseko, Abuta District, Hokkaido 048-1512, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ_XKctlmuCl8Rk5SmDyPTTMY,Niseko,10
1110210,Hirafu Station,比羅夫,,station,Hokkaido,"Hirafu, Kutchan, Abuta District, Hokkaido 044-0077, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ-wSbkDmwCl8RMCjgopSh6Oc,Kutchan,10
1110211,Kutchan Station,倶知安,,station,Hokkaido,"Japan, 〒044-0033 Hokkaido, Abuta District, Kutchan, Minami 3 Jōnishi, 4-chōme, 北海道虻田郡倶知安町南３条西４丁目３",https://www.google.com/maps/place/?q=place_id:ChIJg3QaNhq6Cl8Rt8wakTaOEkw,Kutchan,50
1110212,Kozawa Station,小沢,,station,Hokkaido,"Kozawa, Kyowa, Iwanai District, Hokkaido 048-2142, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ4582tZO-Cl8RaQ7dCwc0was,Kyowa,10
1110213,Ginzan Station,銀山,,station,Hokkaido,"1 Chome Ginzan, Niki, Yoichi District, Hokkaido 048-2335, Japan",https://www.google.com/maps/place/?q=place_id:ChIJf0wGvh3ACl8RVm0AYumCTCk,Niki,10
1110214,Shikaribetsu Station,然別,,station,Hokkaido,"Shikaribetsu, Niki, Yoichi District, Hokkaido 048-2403, Japan",https://www.google.com/maps/place/?q=place_id:ChIJISXYs0jpCl8Ripp4p6G8aDk,Niki,10
1110215,Niki Station,仁木,,station,Hokkaido,"1 Chome Kitamachi, Niki, Yoichi District, Hokkaido 048-2405, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ3_HjnzbvCl8RsjAOlOs_cS8,Niki,10
1110216,Yoichi Station,余市,,station,Hokkaido,"5 Chome Kurokawacho, Yoichi, Yoichi District, Hokkaido 046-0003, Japan",https://www.google.com/maps/place/?q=place_id:ChIJFxdKyZblCl8R0C3Hk2hbDXk,Yoichi,10
1110217,Ranshima Station,蘭島,,station,Hokkaido,"1 Chome-24 Ranshima, Otaru, Hokkaido 048-2562, Japan",https://www.google.com/maps/place/?q=place_id:ChIJrUoVhzvkCl8RqGDdq6bgTNE,Otaru,10
1110218,Shioya Station,塩谷,,station,Hokkaido,"2 Chome-43 Shioya, Otaru, Hokkaido 048-2672, Japan",https://www.google.com/maps/place/?q=place_id:ChIJk5dInFzhCl8ROqiTAY8QqF8,Otaru,10
1110219,Otaru Station,小樽,,station,Hokkaido,"Japan, 〒047-0032 Hokkaido, Otaru, Inaho, 2-chōme−22, JP",https://www.google.com/maps/place/?q=place_id:ChIJD533yazhCl8Ra7Pc1E3UnUU,Otaru,50
1110302,Minami-Otaru Station,南小樽,,station,Hokkaido,"11 Sumiyoshicho, Otaru, Hokkaido 047-0015, Japan",https://www.google.com/maps/place/?q=place_id:ChIJo6imrF7gCl8RyOyd-6ld55M,Otaru,50
1110303,Otaruchikko Station,小樽築港,,station,Hokkaido,"1 Chikko, Otaru, Hokkaido 047-0008, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ__odXmXgCl8RpzAV0C5tDiE,Otaru,50
1110304,Asari Station,朝里,,station,Hokkaido,"1 Chome-5 Asari, Otaru, Hokkaido 047-0151, Japan",https://www.google.com/maps/place/?q=place_id:ChIJRbfzJuTfCl8R5dKroroOu1s,Otaru,10
1110305,Zenibako Station,銭函,,station,Hokkaido,"2 Chome-2 Zenibako, Otaru, Hokkaido 047-0261, Japan",https://www.google.com/maps/place/?q=place_id:ChIJJ_9UJ6wgC18RPvvVTgeLx_I,Otaru,10
1110306,Hoshimi Station,ほしみ,,station,Hokkaido,"4 Chome Hoshiokiminami, Teine Ward, Sapporo, Hokkaido 006-0050, Japan",https://www.google.com/maps/place/?q=place_id:ChIJB1re20MnC18Rg8wtpgMV3Fo,Sapporo,10
1110307,Hoshioki Station,星置,,station,Hokkaido,"3 Chome-1 Hoshioki 1 Jo, Teine Ward, Sapporo, Hokkaido 006-0851, Japan",https://www.google.com/maps/place/?q=place_id:ChIJJ4jJjRMnC18Rnl-jx4Ej2bc,Sapporo,10
1110308,Inaho Station,稲穂,,station,Hokkaido,"5 Chome-1 Inaho 1 Jo, Teine Ward, Sapporo, Hokkaido 006-0031, Japan",https://www.google.com/maps/place/?q=place_id:ChIJHQfpuA4nC18R9KIE6GoiXBY,Sapporo,10
1110309,Teine Station,手稲,,station,Hokkaido,"3 Chome-5 Teinehoncho 1 Jo, Teine Ward, Sapporo, Hokkaido 006-0021, Japan",https://www.google.com/maps/place/?q=place_id:ChIJz0oR_K8nC18RwipuVxu-OUo,Sapporo,50
1110310,Inazumikoen Station,稲積公園,,station,Hokkaido,"4 Chome-4 Tomioka 1 Jo, Teine Ward, Sapporo, Hokkaido 006-0011, Japan",https://www.google.com/maps/place/?q=place_id:ChIJV2T7hsgnC18R8IRKoawiIX0,Sapporo,10
1110311,Hassamu Station,発寒,,station,Hokkaido,"13 Chome-1 Hassamu 10 Jo, Nishi Ward, Sapporo, Hokkaido 063-0830, Japan",https://www.google.com/maps/place/?q=place_id:ChIJofmvMXgoC18RK79oAFhqJuU,Sapporo,10
1110312,Hassamuchuo Station,発寒中央,,station,Hokkaido,"3 Chome-2 Hassamu 10 Jo, Nishi Ward, Sapporo, Hokkaido 063-0830, Japan",https://www.google.com/maps/place/?q=place_id:ChIJwRabxmcoC18R7pBQKPhrttA,Sapporo,10
1110313,Kotoni Station,琴似,,station,Hokkaido,"1 Chome-1 Kotoni 2 Jo, Nishi Ward, Sapporo, Hokkaido 063-0812, Japan",https://www.google.com/maps/place/?q=place_id:ChIJXxA9FVAoC18RTwH4t4Krq6o,Sapporo,50
1110314,Soen Station,桑園,,station,Hokkaido,"15 Chome Kita 11 Jonishi, Chuo Ward, Sapporo, Hokkaido 060-0011, Japan",https://www.google.com/maps/place/?q=place_id:ChIJFbZA_KUpC18RyzeV-4fj6A0,Sapporo,50
1110315,Sapporo Station,札幌,,station,Hokkaido,"3 Chome-4 Chome Kita 6 Jonishi, Kita Ward, Sapporo, Hokkaido 060-0806, Japan",https://www.google.com/maps/place/?q=place_id:ChIJA_nD0nQpC18RpUdK3Yyx4qU,Sapporo,80
1110316,Naebo Station,苗穂,,station,Hokkaido,"11 Chome Kita 3 Johigashi, Chuo Ward, Sapporo, Hokkaido 060-0033, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ21_3I2YpC18RqchFy5dEjq8,Sapporo,50
1110317,Shiroishi Station,白石,,station,Hokkaido,"5 Chome-1 Kitago 1 Jo, Shiroishi Ward, Sapporo, Hokkaido 003-0831, Japan",https://www.google.com/maps/place/?q=place_id:ChIJF6JZdesrC18RJxKMBFBVOB4,Sapporo,50
1110318,Atsubetsu Station,厚別,,station,Hokkaido,"4 Chome-2 Atsubetsuchuo 5 Jo, Atsubetsu Ward, Sapporo, Hokkaido 004-0055, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ7XVlOoIsC18RRXYubEmtIyI,Sapporo,10
1110319,Shinrinkoen Station,森林公園,,station,Hokkaido,"4 Chome-3 Atsubetsu Kita 1 Jo, Atsubetsu Ward, Sapporo, Hokkaido 004-0071, Japan",https://www.google.com/maps/place/?q=place_id:ChIJK2lJMfUsC18RAXkHyM3xg7I,Sapporo,10
1110320,Ōasa Station,大麻,,station,Hokkaido,"Oasa Nakamachi, Ebetsu, Hokkaido 069-0854, Japan",https://www.google.com/maps/place/?q=place_id:ChIJDQouA60tC18RegdWnzcEhiE,Ebetsu,10
1110321,Nopporo Station,野幌,,station,Hokkaido,"Nopporocho, Ebetsu, Hokkaido 069-0813, Japan",https://www.google.com/maps/place/?q=place_id:ChIJDx2hVoktC18R8efPrf80jXI,Ebetsu,50
1110322,Takasago Station,高砂,,station,Hokkaido,"Kamiebetsu, Ebetsu, Hokkaido 067-0064, Japan",https://www.google.com/maps/place/?q=place_id:ChIJvQ1CB3MyC18RlBhAGaLbzh8,Ebetsu,10
1110323,Ebetsu Station,江別,,station,Hokkaido,"Hagigaoka, Ebetsu, Hokkaido 067-0071, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ8Sk6Nz8yC18RUjO3stJZUrg,Ebetsu,50
1110324,Toyohoro Station,豊幌,,station,Hokkaido,"Toyohoromisakicho, Ebetsu, Hokkaido 067-0027, Japan",https://www.google.com/maps/place/?q=place_id:ChIJY22tVvUzC18R3Cs-suBby-8,Ebetsu,10
1110325,Horomui Station,幌向,,station,Hokkaido,"3 Chome Horomui Kita 1 Jo, Iwamizawa, Hokkaido 069-0381, Japan",https://www.google.com/maps/place/?q=place_id:ChIJdTdoxDk0C18RsUHlEBNeByg,Iwamizawa,10
1110326,Kami-Horomui Station,上幌向,,station,Hokkaido,"4 Chome Kamihoromui Minami 1 Jo, Iwamizawa, Hokkaido 069-0362, Japan",https://www.google.com/maps/place/?q=place_id:ChIJFcM1oQhKC18RfMX1raLYZ8A,Iwamizawa,10
1110327,Iwamizawa Station,岩見沢,,station,Hokkaido,"Ariakechominami, Iwamizawa, Hokkaido 068-0034, Japan",https://www.google.com/maps/place/?q=place_id:ChIJuVWkMNFLC18RyVirCVVTgdE,Iwamizawa,50
1110328,Minenobu Station,峰延,,station,Hokkaido,"Minenobu, Bibai, Hokkaido 079-0174, Japan",https://www.google.com/maps/place/?q=place_id:ChIJN4-OMldOC18R5A_W5dXEyQE,Bibai,10
1110329,Kōshunai Station,光珠内,,station,Hokkaido,"Kita Koshunaicho, Bibai, Hokkaido 079-0162, Japan",https://www.google.com/maps/place/?q=place_id:ChIJw6XwHClQC18R-l0xElNEwhk,Bibai,10
1110330,Bibai Station,美唄,,station,Hokkaido,"2-chōme-3-1 Higashi 1 Jōminami, Bibai, Hokkaido 072-0012, Japan",https://www.google.com/maps/place/?q=place_id:ChIJQ6wmoYFQC18RKV1omJGJW9s,Bibai,10
1110331,Chashinai Station,茶志内,,station,Hokkaido,"Chashinaicho, Bibai, Hokkaido 072-0000, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ7Su05YdZC18R1xGmxjGuda0,Bibai,10
1110332,Naie Station,奈井江,,station,Hokkaido,"Naie, Sorachi District, Hokkaido 079-0313, Japan",https://www.google.com/maps/place/?q=place_id:ChIJTTyqOMxYC18RPdntmIHFGAg,Naie,10
1110333,Toyonuma Station,豊沼,,station,Hokkaido,"19 Chome-1 Higashi 3 Jominami, Sunagawa, Hokkaido 073-0133, Japan",https://www.google.com/maps/place/?q=place_id:ChIJs54rMI6gDF8R6nDw5d7Zqis,Sunagawa,10
1110334,Sunagawa Station,砂川,,station,Hokkaido,"2 Chome-1 Higashi 2 Jokita, Sunagawa, Hokkaido 073-0152, Japan",https://www.google.com/maps/place/?q=place_id:ChIJKbirVLOhDF8R-De0v3M1xKY,Sunagawa,10
1110335,Takikawa Station,滝川,,station,Hokkaido,"4 Chome-9 Sakaemachi, Takikawa, Hokkaido 073-0031, Japan",https://www.google.com/maps/place/?q=place_id:ChIJb9YV8taYDF8RNb8ZRlYK4sM,Takikawa,50
1110336,Ebeotsu Station,江部乙,,station,Hokkaido,"12 Chome-4 Ebeotsuchonishi, Takikawa, Hokkaido 079-0462, Japan",https://www.google.com/maps/place/?q=place_id:ChIJYaJv-aaQDF8R3VMPIWwtIT4,Takikawa,10
1110337,Moseushi Station,妹背牛,,station,Hokkaido,"Moseushi, Uryu District, Hokkaido 079-0500, Japan",https://www.google.com/maps/place/?q=place_id:ChIJucqVnPKRDF8RbNJhLKXuA_Y,Moseushi,10
1110338,Fukagawa Station,深川,,station,Hokkaido,"9 1 Jo, Fukagawa, Hokkaido 074-0001, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ1fKap5OSDF8RjTmT4z_6g6Q,Fukagawa,50
1110339,Osamunai Station,納内,,station,Hokkaido,"3 Chome-1 Osamunaicho, Fukagawa, Hokkaido 078-0151, Japan",https://www.google.com/maps/place/?q=place_id:ChIJTaS0bx3tDF8RNKemv1v4ItM,Fukagawa,10
1110340,Inō Station,伊納,,station,Hokkaido,"Kasuga Etanbetsucho, Asahikawa, Hokkaido 070-8052, Japan",https://www.google.com/maps/place/?q=place_id:ChIJHxvpSSLvDF8R08rqIbv_X48,Asahikawa,10
1110341,Chikabumi Station,近文,,station,Hokkaido,"20 Chome Chikabumicho, Asahikawa, Hokkaido 070-0821, Japan",https://www.google.com/maps/place/?q=place_id:ChIJG6HMe5TlDF8RvE1LDRyxIQ4,Asahikawa,10
1110342,Asahikawa Station,旭川,,station,Hokkaido,"8 Chome-3 Miyashitadori, Asahikawa, Hokkaido 070-0030, Japan",https://www.google.com/maps/place/?q=place_id:ChIJm1lhlRDmDF8R0oB1-iF1Z2E,Asahikawa,80
1110402,Shizukari Station,静狩,,station,Hokkaido,"Shizukari, Oshamambe, Yamakoshi District, Hokkaido 049-5141, Japan",https://www.google.com/maps/place/?q=place_id:ChIJuae9YcD3n18RA_MFdpcCrhw,Oshamambe,10
1110403,Koboro Station,小幌,,station,Hokkaido,"Rebunge, Toyoura, Abuta District, Hokkaido 049-5333, Japan",https://www.google.com/maps/place/?q=place_id:ChIJHYXczrX5n18RIcHhx4xNgsY,Toyoura,10
1110404,Rebun Station,礼文,,station,Hokkaido,"Rebunge, Toyoura, Abuta District, Hokkaido 049-5333, Japan",https://www.google.com/maps/place/?q=place_id:ChIJcf3puH75n18RISsz6CSnr2A,Toyoura,10
1110405,Ōkishi Station,大岸,,station,Hokkaido,"Okishi, Toyoura, Abuta District, Hokkaido 049-5332, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ4ZbX2_r7n18R2G4oaEUXpLA,Toyoura,10
1110406,Toyo-Ura Station,豊浦,,station,Hokkaido,"Asahicho, Toyoura, Abuta District, Hokkaido 049-5412, Japan",https://www.google.com/maps/place/?q=place_id:ChIJqW_LkPb8n18R2unF7384qns,Toyoura,10
1110407,Tōya Station,洞爺,,station,Hokkaido,"Asahicho, Toyako, Abuta District, Hokkaido 049-5611, Japan",https://www.google.com/maps/place/?q=place_id:ChIJz5-1EDrjn18RNhC1_WCodiE,Toyako,10
1110408,Usu Station,有珠,,station,Hokkaido,"Usucho, Date, Hokkaido 059-0151, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ_f5iRY3jn18RHytEYqkj3DM,Date,10
1110409,Nagawa Station,長和,,station,Hokkaido,"Nagawacho, Date, Hokkaido 052-0035, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ9UW9bEjhn18RlxxCLBFLSrw,Date,10
1110410,Datemombetsu Station,伊達紋別,,station,Hokkaido,"Yamashitacho, Date, Hokkaido 052-0032, Japan",https://www.google.com/maps/place/?q=place_id:ChIJz_oI59Pgn18RDOtypXfWYb0,Date,10
1110411,Kita-Funaoka Station,北舟岡,,station,Hokkaido,"Funaokacho, Date, Hokkaido 052-0014, Japan",https://www.google.com/maps/place/?q=place_id:ChIJCey6vazgn18Rd5bcAtcA0YU,Date,10
1110412,Mareppu Station,稀府,,station,Hokkaido,"Minamimarefucho, Date, Hokkaido 059-0273, Japan",https://www.google.com/maps/place/?q=place_id:ChIJfVCYqsTdn18RW58LZl8C8zg,Date,10
1110413,Kogane Station,黄金,,station,Hokkaido,"Minamikoganecho, Date, Hokkaido 059-0271, Japan",https://www.google.com/maps/place/?q=place_id:ChIJDTyVQmLcn18RnVplNMJc5oc,Date,10
1110414,Sakimori Station,崎守,,station,Hokkaido,"Sakimoricho, Muroran, Hokkaido 050-0055, Japan",https://www.google.com/maps/place/?q=place_id:ChIJFQEbc4Lbn18Rx6u412V1odY,Muroran,10
1110415,Motowanishi Station,本輪西,,station,Hokkaido,"1 Chome-1 Motowanishicho, Muroran, Hokkaido 050-0065, Japan",https://www.google.com/maps/place/?q=place_id:ChIJbUdgvEzan18Rq4PdW5G9_No,Muroran,10
1110416,Muroran Station,室蘭,,station,Hokkaido,"Japan, 〒051-0011 Hokkaido, Muroran, Chūōchō, 4-chōme−5, 北海道室蘭市中央町４丁目５−１",https://www.google.com/maps/place/?q=place_id:ChIJMd3SfaDan18RKDIaOvwiVJ8,Muroran,10
1110417,Bokoi Station,母恋,,station,Hokkaido,"1 Chome-1 Bokoi Kitamachi, Muroran, Hokkaido 051-0004, Japan",https://www.google.com/maps/place/?q=place_id:ChIJAYE93nPQn18Rwn57CL_iKkQ,Muroran,10
1110418,Misaki Station,御崎,,station,Hokkaido,"2 Chome-1 Misakicho, Muroran, Hokkaido 051-0001, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ5w4cH4Han18RZmuA9_yavO8,Muroran,10
1110419,Wanishi Station,輪西,,station,Hokkaido,"Nakamachi, Muroran, Hokkaido 050-0087, Japan",https://www.google.com/maps/place/?q=place_id:ChIJhzS0sHnan18RPYlIDhXqwjs,Muroran,10
1110420,Higashi-Muroran Station,東室蘭,,station,Hokkaido,"2 Chome-29 Higashimachi, Muroran, Hokkaido 050-0083, Japan",https://www.google.com/maps/place/?q=place_id:ChIJsfKPrhran18RAm0LCbdzhY0,Muroran,80
1110421,Washibetsu Station,鷲別,,station,Hokkaido,"1 Chome Misonocho, Noboribetsu, Hokkaido 059-0036, Japan",https://www.google.com/maps/place/?q=place_id:ChIJveH17PHZn18R5V4BRKk1WhE,Noboribetsu,10
1110422,Horobetsu Station,幌別,,station,Hokkaido,"3 Chome Horobetsucho, Noboribetsu, Hokkaido 059-0013, Japan",https://www.google.com/maps/place/?q=place_id:ChIJh_5o1IBidV8RjOiRM7Bhpi0,Noboribetsu,10
1110423,Tomiura Station,富浦,,station,Hokkaido,"1 Chome Tomiuracho, Noboribetsu, Hokkaido 059-0462, Japan",https://www.google.com/maps/place/?q=place_id:ChIJLb0r1KJjdV8Rhr7aqLLyVB8,Noboribetsu,10
1110424,Noboribetsu Station,登別,,station,Hokkaido,"1 Chome Noboribetsuminatocho, Noboribetsu, Hokkaido 059-0466, Japan",https://www.google.com/maps/place/?q=place_id:ChIJj6k0C4hjdV8R9yaZ6Mivqwg,Noboribetsu,10
